,Unnamed: 0,brand,year,price_in_euro,power_ps
66828,196002,skoda,2019,26980,150
66829,196003,skoda,2019,26780,150
66830,196004,skoda,2019,22790,150
66831,196005,skoda,2019,16790,110
66832,196006,skoda,2019,29200,245
66833,196007,skoda,2019,21990,150
66834,196008,skoda,2019,25485,184
66835,196009,skoda,2019,26880,190
66836,196010,skoda,2019,21950,245
66837,196012,skoda,2019,28890,190
66838,196013,skoda,2019,24980,190
66839,196014,skoda,2019,15990,110
66840,196015,skoda,2019,32899,272
66841,196016,skoda,2019,32790,190
66842,196017,skoda,2019,29900,272
66843,196018,skoda,2019,19980,150
66844,196019,skoda,2019,19190,150
66845,196021,skoda,2019,34000,150
66846,196022,skoda,2019,42990,239
66847,196023,skoda,2019,26999,150
66848,196024,skoda,2019,18400,116
66849,196025,skoda,2019,32490,190
66850,196026,skoda,2019,24900,150
66851,196027,skoda,2019,25990,150
66852,196028,skoda,2019,24950,116
66853,196029,skoda,2019,33490,272
66854,196031,skoda,2019,31750,190
66855,196032,skoda,2019,20900,150
66856,196033,skoda,2019,19890,116
66857,196034,skoda,2019,19980,150
66858,196035,skoda,2019,31310,190
66859,196036,skoda,2019,31990,190
66860,196037,skoda,2019,28850,150
66861,196038,skoda,2019,23090,190
66862,196039,skoda,2019,24430,184
66863,196040,skoda,2019,32680,190
66864,196042,skoda,2019,30495,190
66865,196043,skoda,2019,34948,190
66866,196044,skoda,2019,31680,190
66867,196045,skoda,2019,29990,245
66868,196046,skoda,2019,32345,190
66869,196047,skoda,2019,22995,116
66870,196050,skoda,2019,23990,150
66871,196051,skoda,2019,26299,190
66872,196052,skoda,2019,25990,150
66873,196053,skoda,2019,25490,150
66874,196054,skoda,2019,9990,150
66875,196055,skoda,2019,26000,150
66876,196056,skoda,2019,28790,150
66877,196057,skoda,2019,18400,116
66878,196058,skoda,2019,18900,116
66879,196059,skoda,2019,23480,150
66880,196060,skoda,2019,26390,150
66881,196061,skoda,2019,33880,150
66882,196062,skoda,2019,28885,150
66883,196063,skoda,2019,31100,150
66884,196064,skoda,2019,32860,150
66885,196065,skoda,2019,16090,116
66886,196066,skoda,2019,20950,150
66887,196068,skoda,2019,32490,190
66888,196069,skoda,2019,31900,150
66889,196070,skoda,2019,37950,190
66890,196072,skoda,2019,34990,190
66891,196073,skoda,2019,17700,150
66892,196074,skoda,2019,34935,190
66893,196075,skoda,2019,23690,184
66894,196076,skoda,2019,27350,190
66895,196077,skoda,2019,29490,150
66896,196078,skoda,2019,26599,245
66897,196079,skoda,2019,18890,116
66898,196080,skoda,2019,21790,184
66899,196081,skoda,2019,28490,190
66900,196082,skoda,2019,21890,150
66901,196083,skoda,2019,17900,150
66902,196084,skoda,2019,31450,150
66903,196085,skoda,2019,25900,190
66904,196086,skoda,2019,19900,190
66905,196087,skoda,2019,19290,116
66906,196088,skoda,2019,17950,150
66907,196090,skoda,2019,34990,272
66908,196091,skoda,2019,37930,239
66909,196092,skoda,2019,16490,110
